date        time     P_O_Tysvær_23mo  T_Tysvær_23moh  T_Tysvær_23moh        Q_Tysvær 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
19.05.2004  00:00:00           4.970           9.400           9.400           0.050 
20.05.2004  00:00:00           3.430           7.800           7.800           0.050 
21.05.2004  00:00:00           0.400           5.830           5.830           0.050 
22.05.2004  00:00:00           4.730           5.430           5.430           0.050 
23.05.2004  00:00:00           0.030           6.700           6.700           0.050 
24.05.2004  00:00:00           2.070           7.900           7.900           0.050 
25.05.2004  00:00:00           3.570           8.800           8.800           0.040 
26.05.2004  00:00:00           0.000           8.630           8.630           0.040 
27.05.2004  00:00:00           0.000          10.800          10.800           0.040 
28.05.2004  00:00:00           0.000           9.570           9.570           0.040 
29.05.2004  00:00:00           0.000           9.800           9.800           0.030 
30.05.2004  00:00:00           0.000          10.800          10.800           0.030 
31.05.2004  00:00:00           0.000          12.600          12.600           0.030 
01.06.2004  00:00:00           0.000          14.700          14.700           0.030 
02.06.2004  00:00:00           0.000          14.600          14.600           0.020 
03.06.2004  00:00:00           0.000          13.200          13.200           0.020 
04.06.2004  00:00:00           7.500          11.770          11.770           0.020 
05.06.2004  00:00:00           0.630          11.000          11.000           0.020 
06.06.2004  00:00:00           0.200          11.500          11.500           0.020 
07.06.2004  00:00:00          10.170          12.200          12.200           0.030 
08.06.2004  00:00:00           2.300          11.600          11.600           0.030 
09.06.2004  00:00:00           0.000          11.200          11.200           0.030 
10.06.2004  00:00:00           8.700          11.730          11.730           0.030 
11.06.2004  00:00:00           2.430          13.400          13.400           0.040 
12.06.2004  00:00:00           5.930          13.330          13.330           0.040 
13.06.2004  00:00:00           0.000          12.500          12.500           0.040 
14.06.2004  00:00:00          18.870          12.200          12.200           0.080 
15.06.2004  00:00:00           9.270          11.300          11.300           0.090 
16.06.2004  00:00:00           2.900           9.900           9.900           0.090 
17.06.2004  00:00:00           0.330           9.800           9.800           0.090 
18.06.2004  00:00:00           0.000          10.800          10.800           0.080 
19.06.2004  00:00:00           4.630          10.600          10.600           0.070 
20.06.2004  00:00:00           0.000          10.100          10.100           0.070 
21.06.2004  00:00:00           0.130           9.900           9.900           0.070 
22.06.2004  00:00:00           7.100          10.530          10.530           0.070 
23.06.2004  00:00:00           0.100          11.400          11.400           0.060 
24.06.2004  00:00:00           9.700          12.730          12.730           0.060 
25.06.2004  00:00:00           2.470          13.870          13.870           0.060 
26.06.2004  00:00:00           2.900          12.800          12.800           0.060 
27.06.2004  00:00:00           0.000          13.070          13.070           0.050 
28.06.2004  00:00:00           0.000          12.700          12.700           0.050 
29.06.2004  00:00:00           0.000          13.200          13.200           0.040 
30.06.2004  00:00:00           0.000          11.930          11.930           0.040 
01.07.2004  00:00:00           2.600          13.100          13.100           0.040 
02.07.2004  00:00:00           9.130          13.000          13.000           0.040 
03.07.2004  00:00:00           0.000          13.300          13.300           0.040 
04.07.2004  00:00:00           0.230          13.430          13.430           0.040 
05.07.2004  00:00:00           0.000          13.700          13.700           0.030 
06.07.2004  00:00:00           0.000          13.300          13.300           0.030 
07.07.2004  00:00:00           0.000          12.430          12.430           0.030 
08.07.2004  00:00:00           0.000          11.900          11.900           0.020 
09.07.2004  00:00:00           0.100          14.400          14.400           0.020 
10.07.2004  00:00:00           4.600          14.900          14.900           0.020 
11.07.2004  00:00:00           0.400          14.000          14.000           0.020 
