date        time     P_O_Sorra_54moh   T_Sorra_54moh   T_Sorra_54moh         Q_Sorra 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
22.06.2003  00:00:00           0.000          11.430          11.430           0.080 
23.06.2003  00:00:00           0.000          10.880          10.880           0.070 
24.06.2003  00:00:00           0.000          14.620          14.620           0.080 
25.06.2003  00:00:00           0.000          15.120          15.120           0.070 
26.06.2003  00:00:00           0.000          12.420          12.420           0.070 
27.06.2003  00:00:00           0.000          11.380          11.380           0.070 
28.06.2003  00:00:00           0.000          12.980          12.980           0.060 
29.06.2003  00:00:00           0.000          15.520          15.520           0.060 
30.06.2003  00:00:00           0.000          18.070          18.070           0.060 
01.07.2003  00:00:00           0.000          18.270          18.270           0.060 
