date        time     P_O_Myra_131moh   T_Myra_131moh   T_Myra_131moh          Q_Myra 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
12.11.2006  00:00:00           4.840           1.560           1.560           0.800 
13.11.2006  00:00:00           9.060           2.720           2.720           0.800 
14.11.2006  00:00:00           0.120           2.640           2.640           0.610 
15.11.2006  00:00:00           0.000           3.610           3.610           0.540 
16.11.2006  00:00:00           6.160           3.280           3.280           0.740 
17.11.2006  00:00:00           5.630           6.040           6.040           0.600 
18.11.2006  00:00:00           0.000           6.210           6.210           0.400 
19.11.2006  00:00:00           3.670           6.430           6.430           0.350 
20.11.2006  00:00:00           0.000           2.040           2.040           0.280 
21.11.2006  00:00:00           0.000           5.200           5.200           0.230 
22.11.2006  00:00:00           0.000           3.670           3.670           0.190 
23.11.2006  00:00:00           0.000           1.410           1.410           0.170 
24.11.2006  00:00:00           0.000           5.740           5.740           0.160 
25.11.2006  00:00:00           0.000           6.600           6.600           0.150 
26.11.2006  00:00:00           0.070           8.310           8.310           0.170 
27.11.2006  00:00:00           4.860           5.760           5.760           0.560 
28.11.2006  00:00:00           1.260           4.890           4.890           0.390 
29.11.2006  00:00:00           0.000           8.190           8.190           0.300 
30.11.2006  00:00:00           6.820           5.460           5.460           1.160 
01.12.2006  00:00:00           4.380           5.400           5.400           0.830 
02.12.2006  00:00:00           0.140           5.860           5.860           0.440 
03.12.2006  00:00:00           6.140           5.820           5.820           0.290 
04.12.2006  00:00:00           0.000           5.660           5.660           0.250 
05.12.2006  00:00:00           2.950           6.130           6.130           0.860 
06.12.2006  00:00:00           3.610           4.360           4.360           1.040 
07.12.2006  00:00:00           0.100           2.460           2.460           0.510 
08.12.2006  00:00:00           0.000           3.610           3.610           0.330 
09.12.2006  00:00:00           2.340           4.590           4.590           0.260 
10.12.2006  00:00:00           6.840           3.880           3.880           0.700 
11.12.2006  00:00:00           0.100           6.180           6.180           0.800 
12.12.2006  00:00:00           8.570           4.260           4.260           1.000 
13.12.2006  00:00:00           7.640           4.310           4.310           1.920 
14.12.2006  00:00:00           6.080           2.100           2.100           2.150 
15.12.2006  00:00:00          19.290           4.310           4.310           2.760 
16.12.2006  00:00:00           5.570           3.630           3.630           1.790 
17.12.2006  00:00:00          11.470           1.200           1.200           1.150 
18.12.2006  00:00:00          12.790          -0.160          -0.160           0.860 
19.12.2006  00:00:00          14.380           0.900           0.900           3.440 
20.12.2006  00:00:00          14.340           5.760           5.760           6.230 
21.12.2006  00:00:00           2.590           7.170           7.170           2.120 
22.12.2006  00:00:00           7.000           4.110           4.110           1.140 
23.12.2006  00:00:00          11.260           5.270           5.270           1.960 
24.12.2006  00:00:00           3.260           7.210           7.210           2.510 
25.12.2006  00:00:00           6.580           7.440           7.440           2.800 
26.12.2006  00:00:00           4.450           5.600           5.600           1.060 
27.12.2006  00:00:00          19.450           6.210           6.210           4.840 
28.12.2006  00:00:00          17.460           5.030           5.030           2.530 
29.12.2006  00:00:00           3.330           4.730           4.730           1.330 
30.12.2006  00:00:00           0.000           3.300           3.300           0.650 
31.12.2006  00:00:00           0.040           6.580           6.580           0.990 
01.01.2007  00:00:00           1.350           3.980           3.980           1.060 
02.01.2007  00:00:00          22.140           2.830           2.830           2.610 
03.01.2007  00:00:00          21.650           1.780           1.780           1.310 
04.01.2007  00:00:00           6.730           2.420           2.420           3.970 
05.01.2007  00:00:00          12.840           3.990           3.990           1.750 
06.01.2007  00:00:00           4.250           2.030           2.030           1.800 
07.01.2007  00:00:00           0.000           1.990           1.990           1.260 
08.01.2007  00:00:00           0.560           3.380           3.380           0.850 
09.01.2007  00:00:00           8.790           2.400           2.400           0.970 
10.01.2007  00:00:00          17.770           2.940           2.940           1.590 
11.01.2007  00:00:00           6.260          -1.810          -1.810           0.610 
12.01.2007  00:00:00           4.390          -0.100          -0.100           0.650 
13.01.2007  00:00:00           8.070           1.510           1.510           0.990 
14.01.2007  00:00:00           5.310          -0.720          -0.720           0.860 
15.01.2007  00:00:00          10.090           0.690           0.690           2.320 
16.01.2007  00:00:00          14.840           2.510           2.510           2.660 
17.01.2007  00:00:00          15.290          -0.220          -0.220           1.020 
18.01.2007  00:00:00           2.190          -0.770          -0.770           0.540 
19.01.2007  00:00:00           3.410          -1.580          -1.580           0.380 
20.01.2007  00:00:00           0.290          -1.710          -1.710           0.300 
21.01.2007  00:00:00           0.000          -2.410          -2.410           0.480 
22.01.2007  00:00:00           1.850          -4.010          -4.010           0.230 
23.01.2007  00:00:00          15.510          -0.700          -0.700           0.210 
