date        time     P_O_Jogla_877mo  T_Jogla_877moh  T_Jogla_877moh         Q_Jogla 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
18.03.2001  00:00:00           0.000         -11.570         -11.570           0.130 
19.03.2001  00:00:00           0.000         -15.470         -15.470           0.120 
20.03.2001  00:00:00           0.000         -15.420         -15.420           0.110 
21.03.2001  00:00:00           0.000         -14.060         -14.060           0.110 
22.03.2001  00:00:00           0.000         -14.370         -14.370           0.100 
23.03.2001  00:00:00           0.000         -15.050         -15.050           0.100 
24.03.2001  00:00:00           0.000         -15.290         -15.290           0.100 
25.03.2001  00:00:00           0.000         -13.590         -13.590           0.090 
26.03.2001  00:00:00           0.000         -13.930         -13.930           0.090 
27.03.2001  00:00:00           0.000         -12.810         -12.810           0.090 
28.03.2001  00:00:00           0.320          -8.350          -8.350           0.090 
29.03.2001  00:00:00           0.000          -6.800          -6.800           0.090 
30.03.2001  00:00:00           1.550          -5.020          -5.020           0.090 
31.03.2001  00:00:00           0.000          -2.390          -2.390           0.090 
01.04.2001  00:00:00          10.650          -3.720          -3.720           0.090 
02.04.2001  00:00:00           4.880          -3.510          -3.510           0.100 
03.04.2001  00:00:00           0.000           0.350           0.350           0.380 
04.04.2001  00:00:00           8.660          -1.230          -1.230           0.390 
05.04.2001  00:00:00          32.690          -0.700          -0.700           0.330 
06.04.2001  00:00:00           8.020          -3.480          -3.480           0.250 
07.04.2001  00:00:00           0.890          -0.550          -0.550           0.210 
08.04.2001  00:00:00           1.330           0.240           0.240           0.200 
09.04.2001  00:00:00           4.250          -1.930          -1.930           0.180 
10.04.2001  00:00:00           0.000          -1.960          -1.960           0.170 
11.04.2001  00:00:00           0.000          -3.450          -3.450           0.160 
12.04.2001  00:00:00           2.410          -4.350          -4.350           0.150 
13.04.2001  00:00:00           0.000          -9.300          -9.300           0.150 
14.04.2001  00:00:00           0.000          -9.760          -9.760           0.140 
15.04.2001  00:00:00           4.280          -6.750          -6.750           0.140 
16.04.2001  00:00:00           0.360          -3.110          -3.110           0.130 
17.04.2001  00:00:00           1.010          -3.530          -3.530           0.130 
18.04.2001  00:00:00           0.520          -5.120          -5.120           0.130 
19.04.2001  00:00:00           0.000          -4.280          -4.280           0.130 
20.04.2001  00:00:00           0.000          -3.740          -3.740           0.130 
21.04.2001  00:00:00           0.000          -5.440          -5.440           0.140 
22.04.2001  00:00:00           0.000          -4.730          -4.730           0.170 
23.04.2001  00:00:00           0.000          -3.790          -3.790           0.220 
24.04.2001  00:00:00           6.450           0.000           0.000           0.290 
25.04.2001  00:00:00           2.050          -2.830          -2.830           0.320 
26.04.2001  00:00:00           9.190          -0.370          -0.370           0.510 
27.04.2001  00:00:00           1.630           1.380           1.380           0.490 
28.04.2001  00:00:00           6.440          -0.770          -0.770           0.550 
29.04.2001  00:00:00           4.340          -0.440          -0.440           0.630 
30.04.2001  00:00:00           1.210          -1.740          -1.740           0.770 
01.05.2001  00:00:00           3.270           0.390           0.390           1.130 
02.05.2001  00:00:00           1.900          -0.350          -0.350           1.240 
03.05.2001  00:00:00           0.000           0.770           0.770           1.550 
04.05.2001  00:00:00           0.000          -0.430          -0.430           1.430 
05.05.2001  00:00:00           0.000          -1.690          -1.690           1.620 
06.05.2001  00:00:00           0.000          -1.130          -1.130           1.760 
07.05.2001  00:00:00           0.000           0.770           0.770           2.100 
08.05.2001  00:00:00           0.170           4.300           4.300           3.860 
09.05.2001  00:00:00           0.000           4.610           4.610           5.390 
10.05.2001  00:00:00           0.000           4.900           4.900           6.600 
11.05.2001  00:00:00           0.000           5.040           5.040           8.420 
12.05.2001  00:00:00           0.000           5.960           5.960           9.280 
13.05.2001  00:00:00           0.000           6.940           6.940           9.600 
14.05.2001  00:00:00           0.000           6.070           6.070           8.890 
15.05.2001  00:00:00           0.000           4.960           4.960           8.610 
16.05.2001  00:00:00           3.290           5.590           5.590           9.590 
17.05.2001  00:00:00           6.920           2.730           2.730           8.930 
18.05.2001  00:00:00           6.860           2.810           2.810           6.290 
19.05.2001  00:00:00           5.950           1.060           1.060           5.210 
20.05.2001  00:00:00           0.360           0.620           0.620           4.400 
21.05.2001  00:00:00           2.390           1.310           1.310           4.110 
22.05.2001  00:00:00           0.000           3.220           3.220           5.730 
23.05.2001  00:00:00           0.000           4.730           4.730           8.970 
24.05.2001  00:00:00           0.000           4.970           4.970           9.040 
25.05.2001  00:00:00           0.000           2.580           2.580           5.600 
26.05.2001  00:00:00           0.000           4.320           4.320           4.790 
27.05.2001  00:00:00           0.000           5.380           5.380           7.030 
28.05.2001  00:00:00           0.590           4.820           4.820           9.320 
29.05.2001  00:00:00           4.790           5.220           5.220           8.150 
30.05.2001  00:00:00           4.140           4.840           4.840           7.970 
