date        time     P_O_Lye2_178moh   T_Lye2_178moh   T_Lye2_178moh          Q_Lye2 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
10.08.2006  00:00:00           2.000          12.750          12.750           0.020 
11.08.2006  00:00:00           7.450          13.000          13.000           0.010 
12.08.2006  00:00:00           0.100          16.150          16.150           0.010 
13.08.2006  00:00:00           3.650          17.450          17.450           0.010 
14.08.2006  00:00:00           3.600          18.150          18.150           0.020 
15.08.2006  00:00:00           6.650          16.750          16.750           0.030 
16.08.2006  00:00:00           3.200          16.000          16.000           0.010 
17.08.2006  00:00:00           0.000          14.400          14.400           0.010 
18.08.2006  00:00:00           1.750          15.250          15.250           0.010 
19.08.2006  00:00:00           0.550          17.350          17.350           0.010 
20.08.2006  00:00:00           1.800          16.800          16.800           0.020 
21.08.2006  00:00:00           5.450          16.350          16.350           0.030 
22.08.2006  00:00:00           5.200          15.600          15.600           0.020 
23.08.2006  00:00:00           0.000          16.700          16.700           0.010 
24.08.2006  00:00:00           0.000          15.300          15.300           0.010 
25.08.2006  00:00:00           0.350          16.000          16.000           0.010 
26.08.2006  00:00:00           0.850          15.200          15.200           0.010 
27.08.2006  00:00:00           0.050          15.950          15.950           0.040 
28.08.2006  00:00:00          33.400          13.300          13.300           0.460 
29.08.2006  00:00:00          43.100          11.100          11.100           0.610 
30.08.2006  00:00:00          25.350          11.950          11.950           0.290 
31.08.2006  00:00:00          11.600          13.200          13.200           0.120 
01.09.2006  00:00:00           1.050          13.800          13.800           0.080 
02.09.2006  00:00:00          20.000          15.000          15.000           0.120 
03.09.2006  00:00:00          22.100          14.350          14.350           0.110 
04.09.2006  00:00:00           9.150          13.300          13.300           0.200 
05.09.2006  00:00:00           9.350          12.700          12.700           0.110 
06.09.2006  00:00:00           1.300          12.250          12.250           0.180 
07.09.2006  00:00:00          13.650          11.900          11.900           0.120 
08.09.2006  00:00:00          11.400          12.200          12.200           0.050 
09.09.2006  00:00:00           2.300          12.350          12.350           0.040 
10.09.2006  00:00:00           0.100          11.450          11.450           0.040 
11.09.2006  00:00:00           0.000          12.500          12.500           0.030 
12.09.2006  00:00:00           0.100          14.850          14.850           0.030 
13.09.2006  00:00:00           0.000          16.600          16.600           0.030 
14.09.2006  00:00:00           0.000          18.700          18.700           0.020 
15.09.2006  00:00:00           0.000          19.700          19.700           0.020 
16.09.2006  00:00:00           0.000          17.700          17.700           0.020 
17.09.2006  00:00:00           0.000          17.200          17.200           0.020 
18.09.2006  00:00:00           0.100          17.300          17.300           0.020 
19.09.2006  00:00:00           2.600          15.350          15.350           0.040 
20.09.2006  00:00:00           9.800          13.000          13.000           0.020 
21.09.2006  00:00:00           1.350          14.450          14.450           0.020 
22.09.2006  00:00:00           0.000          16.600          16.600           0.020 
23.09.2006  00:00:00           0.000          18.850          18.850           0.020 
24.09.2006  00:00:00           0.350          15.400          15.400           0.020 
25.09.2006  00:00:00           1.300          15.600          15.600           0.030 
26.09.2006  00:00:00           0.400          17.650          17.650           0.020 
27.09.2006  00:00:00           3.300          15.850          15.850           0.030 
28.09.2006  00:00:00           0.000          10.850          10.850           0.040 
29.09.2006  00:00:00           7.650          13.050          13.050           0.020 
30.09.2006  00:00:00           2.050          14.500          14.500           0.060 
01.10.2006  00:00:00           4.900          13.550          13.550           0.050 
02.10.2006  00:00:00           9.650          13.650          13.650           0.130 
03.10.2006  00:00:00           5.200          12.300          12.300           0.130 
04.10.2006  00:00:00           5.500          11.500          11.500           0.200 
05.10.2006  00:00:00          18.150          10.400          10.400           0.240 
06.10.2006  00:00:00           9.700          10.250          10.250           0.280 
07.10.2006  00:00:00          39.850          12.200          12.200           0.600 
08.10.2006  00:00:00          20.800          11.200          11.200           0.240 
09.10.2006  00:00:00           0.150          11.250          11.250           0.130 
10.10.2006  00:00:00          12.050          10.500          10.500           0.120 
11.10.2006  00:00:00           0.000           9.650           9.650           0.060 
12.10.2006  00:00:00           0.000          12.350          12.350           0.050 
13.10.2006  00:00:00           0.550          12.300          12.300           0.030 
14.10.2006  00:00:00           0.100          11.700          11.700           0.030 
15.10.2006  00:00:00           0.050           9.200           9.200           0.030 
16.10.2006  00:00:00           0.150           8.700           8.700           0.030 
17.10.2006  00:00:00           0.000           8.700           8.700           0.020 
18.10.2006  00:00:00           0.000          10.800          10.800           0.020 
19.10.2006  00:00:00           4.800          11.050          11.050           0.040 
20.10.2006  00:00:00           0.900          12.650          12.650           0.030 
21.10.2006  00:00:00           1.150          11.700          11.700           0.040 
