date        time        P_O_Storgama      ovf_607moh      T_Storgama      ovf_607moh 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
28.03.2008  00:00:00           1.300          -6.830          -6.830           0.010 
29.03.2008  00:00:00          10.030          -0.400          -0.400           0.010 
30.03.2008  00:00:00          10.370           0.600           0.600           0.010 
31.03.2008  00:00:00          20.470           1.170           1.170           0.030 
01.04.2008  00:00:00           0.000           0.570           0.570           0.040 
02.04.2008  00:00:00          10.000           0.330           0.330           0.040 
03.04.2008  00:00:00           0.000           0.170           0.170           0.040 
04.04.2008  00:00:00           0.000           2.570           2.570           0.050 
05.04.2008  00:00:00           0.000           2.130           2.130           0.040 
06.04.2008  00:00:00           4.730           0.270           0.270           0.030 
07.04.2008  00:00:00           5.830          -0.300          -0.300           0.030 
08.04.2008  00:00:00          11.000          -1.800          -1.800           0.020 
09.04.2008  00:00:00           0.000          -2.900          -2.900           0.020 
10.04.2008  00:00:00           0.000          -2.100          -2.100           0.010 
11.04.2008  00:00:00           3.600          -0.400          -0.400           0.010 
12.04.2008  00:00:00           6.200           1.070           1.070           0.010 
13.04.2008  00:00:00          11.230          -0.470          -0.470           0.010 
14.04.2008  00:00:00           6.730           0.600           0.600           0.010 
15.04.2008  00:00:00           0.030           0.370           0.370           0.010 
16.04.2008  00:00:00           1.270          -0.430          -0.430           0.020 
17.04.2008  00:00:00           0.000           0.930           0.930           0.020 
18.04.2008  00:00:00           0.000           0.900           0.900           0.020 
19.04.2008  00:00:00           0.000           0.870           0.870           0.030 
20.04.2008  00:00:00           0.000           2.530           2.530           0.040 
21.04.2008  00:00:00           0.000           3.070           3.070           0.060 
22.04.2008  00:00:00           0.000           4.370           4.370           0.080 
23.04.2008  00:00:00           0.000           4.430           4.430           0.100 
24.04.2008  00:00:00           0.000           3.600           3.600           0.100 
25.04.2008  00:00:00           0.070           4.930           4.930           0.120 
26.04.2008  00:00:00           0.000           3.030           3.030           0.120 
27.04.2008  00:00:00           3.370           3.470           3.470           0.160 
28.04.2008  00:00:00           3.370           5.500           5.500           0.260 
29.04.2008  00:00:00          12.430           6.600           6.600           0.340 
30.04.2008  00:00:00          12.400           6.030           6.030           0.220 
01.05.2008  00:00:00           9.570           5.830           5.830           0.280 
02.05.2008  00:00:00           8.630           3.770           3.770           0.160 
03.05.2008  00:00:00           0.000           4.400           4.400           0.120 
04.05.2008  00:00:00           0.000           6.000           6.000           0.100 
05.05.2008  00:00:00           0.000           6.430           6.430           0.090 
06.05.2008  00:00:00           0.000           7.700           7.700           0.090 
07.05.2008  00:00:00           0.000           7.800           7.800           0.080 
08.05.2008  00:00:00           0.000           9.770           9.770           0.060 
09.05.2008  00:00:00           0.000          10.330          10.330           0.050 
10.05.2008  00:00:00           0.000          10.570          10.570           0.040 
11.05.2008  00:00:00           0.000          11.370          11.370           0.030 
12.05.2008  00:00:00           0.000           9.230           9.230           0.020 
13.05.2008  00:00:00           0.000           5.500           5.500           0.020 
14.05.2008  00:00:00           0.000           7.300           7.300           0.010 
15.05.2008  00:00:00           0.000           8.100           8.100           0.010 
16.05.2008  00:00:00           0.000           7.470           7.470           0.010 
17.05.2008  00:00:00           0.000           6.400           6.400           0.010 
18.05.2008  00:00:00           2.230           1.300           1.300           0.010 
19.05.2008  00:00:00           0.000           3.100           3.100           0.000 
20.05.2008  00:00:00           0.900           3.870           3.870           0.000 
21.05.2008  00:00:00           0.000           4.770           4.770           0.000 
22.05.2008  00:00:00           0.000           6.900           6.900           0.000 
23.05.2008  00:00:00           0.000           6.000           6.000           0.000 
24.05.2008  00:00:00           0.000           7.670           7.670           0.000 
25.05.2008  00:00:00           0.200           6.330           6.330           0.000 
26.05.2008  00:00:00           1.200           6.270           6.270           0.000 
27.05.2008  00:00:00           0.000           9.930           9.930           0.000 
28.05.2008  00:00:00           0.000          10.900          10.900           0.000 
29.05.2008  00:00:00           0.000          11.270          11.270           0.000 
30.05.2008  00:00:00           0.000          12.570          12.570           0.000 
