date        time     P_O_Fura_561moh   T_Fura_561moh   T_Fura_561moh          Q_Fura 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
23.04.2009  00:00:00           0.000           5.310           5.310           5.990 
24.04.2009  00:00:00           0.000           6.520           6.520           6.600 
25.04.2009  00:00:00           0.000           6.360           6.360           6.910 
26.04.2009  00:00:00           0.000           8.310           8.310           6.760 
27.04.2009  00:00:00           2.660           7.440           7.440           8.240 
28.04.2009  00:00:00           6.670           7.550           7.550           9.490 
29.04.2009  00:00:00           0.000           7.460           7.460           5.900 
30.04.2009  00:00:00           0.000           5.950           5.950           4.860 
01.05.2009  00:00:00           0.000           6.640           6.640           4.490 
02.05.2009  00:00:00           0.000           9.900           9.900           3.710 
03.05.2009  00:00:00           0.020           7.770           7.770           3.090 
04.05.2009  00:00:00           0.000           5.780           5.780           1.930 
05.05.2009  00:00:00           3.040           5.830           5.830           1.860 
06.05.2009  00:00:00           0.000           5.000           5.000           1.340 
07.05.2009  00:00:00           0.000           4.730           4.730           1.030 
08.05.2009  00:00:00           2.800           3.470           3.470           1.190 
09.05.2009  00:00:00           1.930           4.210           4.210           1.510 
10.05.2009  00:00:00           0.460           5.170           5.170           1.210 
11.05.2009  00:00:00           0.110           5.250           5.250           0.780 
12.05.2009  00:00:00           0.000           5.300           5.300           0.580 
13.05.2009  00:00:00           0.000           7.060           7.060           0.460 
14.05.2009  00:00:00           0.000           7.720           7.720           0.400 
15.05.2009  00:00:00           0.000           4.970           4.970           0.340 
16.05.2009  00:00:00           0.000           8.640           8.640           0.280 
17.05.2009  00:00:00           1.350           7.080           7.080           0.290 
18.05.2009  00:00:00           0.000           7.150           7.150           0.320 
19.05.2009  00:00:00           4.240           3.900           3.900           0.530 
20.05.2009  00:00:00           2.580           8.450           8.450           0.450 
21.05.2009  00:00:00           1.350           7.720           7.720           0.390 
22.05.2009  00:00:00           0.000           7.710           7.710           0.330 
23.05.2009  00:00:00           2.440           8.230           8.230           0.470 
24.05.2009  00:00:00           0.000          11.220          11.220           0.310 
25.05.2009  00:00:00           0.000          10.440          10.440           0.220 
26.05.2009  00:00:00           0.000          12.950          12.950           0.180 
27.05.2009  00:00:00          20.500           8.550           8.550           6.630 
28.05.2009  00:00:00           1.870           7.260           7.260           1.820 
29.05.2009  00:00:00           0.000           7.710           7.710           0.650 
30.05.2009  00:00:00           0.000          14.100          14.100           0.370 
31.05.2009  00:00:00           0.000          17.100          17.100           0.250 
01.06.2009  00:00:00           0.000          17.630          17.630           0.180 
02.06.2009  00:00:00           0.000          15.030          15.030           0.130 
03.06.2009  00:00:00           0.000           7.210           7.210           0.110 
04.06.2009  00:00:00           0.000           5.860           5.860           0.100 
05.06.2009  00:00:00           6.740           4.410           4.410           0.160 
06.06.2009  00:00:00           0.000           6.440           6.440           0.120 
07.06.2009  00:00:00           0.000           7.220           7.220           0.120 
08.06.2009  00:00:00           2.310           6.460           6.460           0.210 
09.06.2009  00:00:00           3.030           6.830           6.830           0.210 
10.06.2009  00:00:00           1.700           9.620           9.620           0.160 
11.06.2009  00:00:00           0.500           7.270           7.270           0.160 
12.06.2009  00:00:00           3.160           9.120           9.120           0.180 
13.06.2009  00:00:00           5.320           9.670           9.670           0.450 
14.06.2009  00:00:00           0.000           9.810           9.810           0.310 
15.06.2009  00:00:00           0.000           8.480           8.480           0.170 
16.06.2009  00:00:00           0.000           7.200           7.200           0.110 
17.06.2009  00:00:00           0.000           7.740           7.740           0.090 
18.06.2009  00:00:00           3.820          10.440          10.440           1.190 
19.06.2009  00:00:00          10.510           6.910           6.910           1.760 
20.06.2009  00:00:00           6.260           8.520           8.520           1.870 
21.06.2009  00:00:00           3.320           9.360           9.360           0.690 
22.06.2009  00:00:00           0.000          11.910          11.910           0.360 
23.06.2009  00:00:00           0.000          13.570          13.570           0.230 
24.06.2009  00:00:00           0.000          16.220          16.220           0.150 
25.06.2009  00:00:00           0.000          18.000          18.000           0.110 
26.06.2009  00:00:00           0.000          18.640          18.640           0.080 
27.06.2009  00:00:00           0.000          18.170          18.170           0.070 
28.06.2009  00:00:00           0.000          19.980          19.980           0.060 
29.06.2009  00:00:00           0.000          20.840          20.840           0.060 
30.06.2009  00:00:00           0.000          21.300          21.300           0.050 
01.07.2009  00:00:00           0.000          20.290          20.290           0.050 
02.07.2009  00:00:00           0.000          20.030          20.030           0.040 
03.07.2009  00:00:00           0.500          21.680          21.680           0.040 
04.07.2009  00:00:00           0.000          21.520          21.520           0.040 
05.07.2009  00:00:00           1.350          19.620          19.620           0.030 
06.07.2009  00:00:00           1.670          11.180          11.180           0.080 
07.07.2009  00:00:00           5.820           9.630           9.630           0.090 
08.07.2009  00:00:00          14.330          11.780          11.780           0.700 
09.07.2009  00:00:00          24.030          10.180          10.180           1.810 
10.07.2009  00:00:00           2.730          11.110          11.110           0.740 
11.07.2009  00:00:00           4.960          11.340          11.340           0.740 
12.07.2009  00:00:00           2.360          10.660          10.660           1.300 
13.07.2009  00:00:00           1.890          11.580          11.580           1.250 
