date        time     P_O_Valen_73moh   T_Valen_73moh   T_Valen_73moh         Q_Valen 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
02.04.2001  00:00:00          11.050           5.120           5.120           1.330 
03.04.2001  00:00:00           6.600           4.700           4.700           2.730 
04.04.2001  00:00:00           2.990           3.940           3.940           3.790 
05.04.2001  00:00:00           0.000           4.450           4.450           3.960 
06.04.2001  00:00:00          35.790           3.760           3.760           5.320 
07.04.2001  00:00:00           4.290           3.410           3.410           5.850 
08.04.2001  00:00:00           0.000           3.110           3.110           4.860 
09.04.2001  00:00:00           4.240           3.790           3.790           3.800 
10.04.2001  00:00:00           0.010           2.700           2.700           2.990 
11.04.2001  00:00:00           1.580           2.310           2.310           2.420 
12.04.2001  00:00:00           4.060          -0.390          -0.390           2.040 
13.04.2001  00:00:00           4.500          -1.500          -1.500           1.770 
14.04.2001  00:00:00           1.470          -0.360          -0.360           1.540 
15.04.2001  00:00:00           0.000           1.110           1.110           1.360 
16.04.2001  00:00:00           4.500           3.150           3.150           1.250 
17.04.2001  00:00:00           7.050           1.640           1.640           1.240 
18.04.2001  00:00:00           5.990           0.800           0.800           1.330 
19.04.2001  00:00:00           0.260           1.050           1.050           1.390 
20.04.2001  00:00:00           0.000           1.020           1.020           1.360 
21.04.2001  00:00:00           0.000           2.260           2.260           1.300 
22.04.2001  00:00:00           0.000           4.210           4.210           1.210 
23.04.2001  00:00:00           0.000           4.190           4.190           1.100 
24.04.2001  00:00:00           0.000           4.780           4.780           0.990 
25.04.2001  00:00:00           0.200           6.300           6.300           0.920 
26.04.2001  00:00:00           0.000           6.090           6.090           0.840 
27.04.2001  00:00:00           0.000           6.240           6.240           0.780 
28.04.2001  00:00:00           0.000           6.550           6.550           0.720 
29.04.2001  00:00:00           0.010           5.980           5.980           0.660 
30.04.2001  00:00:00           0.020           7.120           7.120           0.610 
01.05.2001  00:00:00           0.000           6.720           6.720           0.570 
02.05.2001  00:00:00           5.630           6.030           6.030           0.550 
03.05.2001  00:00:00           2.890           7.730           7.730           0.550 
04.05.2001  00:00:00           3.940           4.720           4.720           0.550 
05.05.2001  00:00:00           0.030           3.370           3.370           0.560 
06.05.2001  00:00:00           1.040           4.910           4.910           0.550 
07.05.2001  00:00:00           0.000           7.150           7.150           0.540 
08.05.2001  00:00:00           0.000           8.200           8.200           0.520 
09.05.2001  00:00:00           0.040           7.760           7.760           0.500 
10.05.2001  00:00:00           0.000           7.610           7.610           0.470 
11.05.2001  00:00:00           0.000           7.950           7.950           0.450 
12.05.2001  00:00:00           0.000           7.790           7.790           0.420 
13.05.2001  00:00:00           0.000           7.520           7.520           0.390 
14.05.2001  00:00:00           0.120           6.110           6.110           0.370 
15.05.2001  00:00:00           0.000           5.280           5.280           0.340 
16.05.2001  00:00:00           0.000           8.260           8.260           0.310 
17.05.2001  00:00:00           0.000           9.980           9.980           0.290 
18.05.2001  00:00:00           0.000           9.200           9.200           0.270 
19.05.2001  00:00:00           0.550           8.550           8.550           0.260 
20.05.2001  00:00:00           4.320           6.320           6.320           0.250 
21.05.2001  00:00:00           1.020           5.210           5.210           0.230 
22.05.2001  00:00:00           0.050           6.970           6.970           0.230 
23.05.2001  00:00:00          30.990           7.130           7.130           0.490 
24.05.2001  00:00:00           6.510           5.670           5.670           0.670 
25.05.2001  00:00:00           9.580           5.700           5.700           0.900 
26.05.2001  00:00:00           5.220           6.870           6.870           1.200 
27.05.2001  00:00:00          35.800           6.980           6.980           2.630 
28.05.2001  00:00:00           0.100           6.350           6.350           3.620 
29.05.2001  00:00:00           0.000           7.270           7.270           3.450 
30.05.2001  00:00:00           0.000           9.760           9.760           2.870 
