date        time     P_O_Sula_1318mo  T_Sula_1318moh  T_Sula_1318moh          Q_Sula 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
02.09.2006  00:00:00           1.050           7.160           7.160           0.850 
03.09.2006  00:00:00           8.660           6.250           6.250           0.840 
04.09.2006  00:00:00           2.840           4.620           4.620           0.870 
05.09.2006  00:00:00           1.200           4.710           4.710           0.870 
06.09.2006  00:00:00           0.000           3.940           3.940           0.850 
07.09.2006  00:00:00           4.380           3.930           3.930           0.950 
08.09.2006  00:00:00           4.600           2.830           2.830           0.950 
09.09.2006  00:00:00           2.020           4.430           4.430           0.880 
10.09.2006  00:00:00           0.000           5.210           5.210           0.790 
11.09.2006  00:00:00           0.090           5.980           5.980           0.690 
12.09.2006  00:00:00           0.000           8.350           8.350           0.600 
13.09.2006  00:00:00           1.130          10.480          10.480           0.580 
14.09.2006  00:00:00           2.700           8.880           8.880           0.620 
15.09.2006  00:00:00           0.000           9.340           9.340           0.580 
16.09.2006  00:00:00           0.000           7.710           7.710           0.520 
17.09.2006  00:00:00           0.000           6.020           6.020           0.460 
18.09.2006  00:00:00           0.280           7.030           7.030           0.420 
19.09.2006  00:00:00           0.090           8.240           8.240           0.390 
20.09.2006  00:00:00           4.290           4.830           4.830           0.530 
21.09.2006  00:00:00           2.370           5.490           5.490           0.730 
22.09.2006  00:00:00           0.920           9.680           9.680           0.740 
23.09.2006  00:00:00           0.000          10.160          10.160           0.670 
24.09.2006  00:00:00           0.000           7.550           7.550           0.580 
25.09.2006  00:00:00           5.450           8.430           8.430           0.710 
26.09.2006  00:00:00           7.610           7.710           7.710           0.770 
27.09.2006  00:00:00           5.550           7.970           7.970           0.750 
28.09.2006  00:00:00           2.260           6.520           6.520           0.800 
29.09.2006  00:00:00           7.350           5.850           5.850           1.000 
30.09.2006  00:00:00           0.590           5.040           5.040           0.920 
01.10.2006  00:00:00           0.410           5.510           5.510           0.860 
02.10.2006  00:00:00           0.190           3.360           3.360           0.840 
03.10.2006  00:00:00           7.150           2.550           2.550           0.970 
04.10.2006  00:00:00           2.440           3.670           3.670           0.940 
05.10.2006  00:00:00           2.950           3.340           3.340           0.910 
06.10.2006  00:00:00           5.950           0.350           0.350           0.880 
07.10.2006  00:00:00          14.510           1.880           1.880           1.750 
08.10.2006  00:00:00           2.680           2.960           2.960           2.740 
09.10.2006  00:00:00           0.650           1.620           1.620           2.240 
10.10.2006  00:00:00           1.420           3.050           3.050           1.750 
11.10.2006  00:00:00           0.000           3.100           3.100           1.360 
12.10.2006  00:00:00           0.000           2.090           2.090           1.100 
13.10.2006  00:00:00           1.290           2.650           2.650           0.930 
14.10.2006  00:00:00           0.000           4.430           4.430           0.800 
15.10.2006  00:00:00           0.000           4.140           4.140           0.710 
16.10.2006  00:00:00           0.000           4.220           4.220           0.630 
17.10.2006  00:00:00           0.000           1.180           1.180           0.560 
18.10.2006  00:00:00           0.000           0.520           0.520           0.530 
19.10.2006  00:00:00          13.230          -2.180          -2.180           0.630 
20.10.2006  00:00:00           3.890          -0.420          -0.420           0.650 
21.10.2006  00:00:00           3.720           0.040           0.040           0.750 
22.10.2006  00:00:00           4.800           0.640           0.640           0.970 
23.10.2006  00:00:00           0.860           0.900           0.900           0.960 
24.10.2006  00:00:00           0.000           0.160           0.160           0.860 
25.10.2006  00:00:00           3.140          -0.910          -0.910           0.790 
26.10.2006  00:00:00           0.660          -3.810          -3.810           0.660 
27.10.2006  00:00:00          10.210          -3.650          -3.650           0.610 
28.10.2006  00:00:00           0.000          -5.730          -5.730           0.270 
29.10.2006  00:00:00           0.000          -6.750          -6.750           0.710 
30.10.2006  00:00:00           0.910          -3.860          -3.860           0.550 
31.10.2006  00:00:00          19.440          -3.860          -3.860           0.410 
01.11.2006  00:00:00           2.290          -9.580          -9.580           0.430 
02.11.2006  00:00:00           0.100          -9.500          -9.500           0.910 
03.11.2006  00:00:00           0.000          -8.020          -8.020           0.750 
04.11.2006  00:00:00           0.210          -2.650          -2.650           0.600 
05.11.2006  00:00:00           8.030          -1.870          -1.870           0.660 
06.11.2006  00:00:00          13.530          -0.670          -0.670           0.470 
