date        time     P_O_Ytre_607moh   T_Ytre_607moh   T_Ytre_607moh          Q_Ytre 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
05.08.2010  00:00:00           0.000          12.770          12.770           1.970 
06.08.2010  00:00:00           0.000          12.430          12.430           1.840 
07.08.2010  00:00:00           0.000          15.630          15.630           1.770 
08.08.2010  00:00:00           0.000          13.770          13.770           1.680 
09.08.2010  00:00:00           0.080          11.230          11.230           1.580 
10.08.2010  00:00:00           0.000          10.180          10.180           1.490 
11.08.2010  00:00:00           0.000          12.760          12.760           1.380 
12.08.2010  00:00:00           0.000           8.030           8.030           1.300 
13.08.2010  00:00:00           0.000          11.480          11.480           1.200 
14.08.2010  00:00:00           0.000          12.020          12.020           1.180 
15.08.2010  00:00:00          32.780          11.430          11.430           1.410 
16.08.2010  00:00:00          11.030           4.500           4.500           1.550 
17.08.2010  00:00:00           0.030           4.990           4.990           1.540 
18.08.2010  00:00:00           0.000           5.410           5.410           1.490 
19.08.2010  00:00:00           0.000           4.750           4.750           1.420 
20.08.2010  00:00:00           0.000           7.780           7.780           1.340 
21.08.2010  00:00:00           0.000          10.450          10.450           1.280 
22.08.2010  00:00:00           0.000          11.340          11.340           1.220 
23.08.2010  00:00:00           0.000          10.130          10.130           1.140 
24.08.2010  00:00:00           0.000           6.260           6.260           1.060 
25.08.2010  00:00:00           0.000           7.650           7.650           0.990 
26.08.2010  00:00:00           0.000           6.200           6.200           0.920 
27.08.2010  00:00:00           0.000           6.020           6.020           0.870 
28.08.2010  00:00:00           0.000           5.430           5.430           0.810 
29.08.2010  00:00:00           0.000           6.810           6.810           0.750 
30.08.2010  00:00:00           0.030           7.750           7.750           0.700 
31.08.2010  00:00:00           0.190           7.960           7.960           0.680 
01.09.2010  00:00:00          11.190           6.050           6.050           0.790 
02.09.2010  00:00:00           9.350           4.070           4.070           0.880 
03.09.2010  00:00:00           1.110           4.410           4.410           0.880 
04.09.2010  00:00:00           0.610           5.440           5.440           0.860 
05.09.2010  00:00:00           3.640           9.180           9.180           0.870 
06.09.2010  00:00:00           2.150           9.950           9.950           0.850 
07.09.2010  00:00:00           0.100           8.290           8.290           0.850 
08.09.2010  00:00:00           0.090           5.130           5.130           0.829 
09.09.2010  00:00:00           0.200           6.650           6.650           0.808 
10.09.2010  00:00:00           0.100           9.500           9.500           0.787 
11.09.2010  00:00:00           0.000          10.490          10.490           0.766 
12.09.2010  00:00:00           0.000           8.580           8.580           0.745 
13.09.2010  00:00:00           3.880           9.120           9.120           0.724 
14.09.2010  00:00:00           2.470           7.700           7.700           0.703 
15.09.2010  00:00:00           0.380           9.680           9.680           0.682 
16.09.2010  00:00:00           0.000          10.350          10.350           0.661 
17.09.2010  00:00:00           0.000           9.190           9.190           0.640 
18.09.2010  00:00:00           0.000           6.020           6.020           0.620 
19.09.2010  00:00:00           0.000           5.820           5.820           0.590 
20.09.2010  00:00:00           0.960           5.620           5.620           0.580 
21.09.2010  00:00:00           0.240           4.810           4.810           0.560 
22.09.2010  00:00:00           0.550           6.350           6.350           0.540 
23.09.2010  00:00:00           0.650           3.890           3.890           0.520 
24.09.2010  00:00:00           0.370           3.340           3.340           0.510 
25.09.2010  00:00:00           3.010           3.690           3.690           0.520 
26.09.2010  00:00:00           4.700           3.470           3.470           0.530 
27.09.2010  00:00:00           3.080           3.600           3.600           0.560 
28.09.2010  00:00:00           6.260           6.220           6.220           0.590 
29.09.2010  00:00:00           0.320           5.030           5.030           0.610 
30.09.2010  00:00:00           0.000           5.940           5.940           0.590 
01.10.2010  00:00:00           0.100           5.040           5.040           0.580 
02.10.2010  00:00:00           0.100           4.130           4.130           0.570 
03.10.2010  00:00:00           0.100           2.890           2.890           0.550 
04.10.2010  00:00:00           0.000           3.390           3.390           0.510 
05.10.2010  00:00:00           0.000           9.030           9.030           0.500 
06.10.2010  00:00:00           0.060           8.670           8.670           0.480 
07.10.2010  00:00:00           0.000           8.450           8.450           0.470 
08.10.2010  00:00:00           3.200          10.060          10.060           0.490 
09.10.2010  00:00:00          14.200           8.060           8.060           0.710 
10.10.2010  00:00:00          25.340           3.200           3.200           0.970 
